pre,temp,sault,density
201,13.594,34.212,25.66799947
207,13.09,34.196,25.75769325
222,12.136,34.176,25.92872689
246,11.212,34.196,26.11660451
270,10.444,34.192,26.25025071
294,9.97,34.248,26.37554481
318,9.364,34.276,26.49822666
342,9.172,34.368,26.60167438
366,8.806,34.4,26.68523354
390,8.416,34.408,26.75222954
414,8.068,34.408,26.80505456
438,7.748,34.412,26.85562348
462,7.476,34.424,26.90453404
486,7.184,34.428,26.9491109
528,6.776,34.432,27.00864649
588,6.264,34.444,27.08626114
648,5.88,34.456,27.1450294
708,5.516,34.472,27.20283293
768,5.18,34.48,27.24948348
828,4.896,34.492,27.29210291
888,4.592,34.5,27.3327526
948,4.368,34.512,27.36697927
1008,4.188,34.52,27.39283222
5.5,25.456,34.096,22.51965934
9,25.374,34.096,22.54499042
15,25.35,34.1,22.55574541
21,25.318,34.108,22.57195749
27,25.25,34.12,22.60215669
33,25.222,34.124,22.61410401
39,25.194,34.124,22.62302376
45,25.12,34.136,22.65497612
51,24.94,34.196,22.75523407
57,24.756,34.268,22.86553473
63,24.616,34.416,23.01986838
69,24.552,34.592,23.17252547
75,24.432,34.732,23.31471775
81,24.034,34.864,23.53338492
87,23.584,34.992,23.76313026
93,23.052,34.972,23.90284855
99,22.612,34.992,24.04445202
105,22.276,34.996,24.14305898
111,21.892,34.96,24.22373708
117,21.428,34.928,24.32822841
123,20.892,34.88,24.43820678
129,20.54,34.848,24.50882664
135,20.272,34.828,24.56526889
141,19.972,34.784,24.61118472
147,19.48,34.736,24.70300393
153,18.864,34.652,24.79659866
159,17.94,34.536,24.93806952
165,17.576,34.484,24.98697807
171,16.816,34.408,25.10985318
177,16.006,34.336,25.2418171
183,15.124,34.26,25.38033382
189,14.752,34.232,25.43977705
195,14.278,34.216,25.52873235
201,13.87,34.22,25.61734745
207,13.564,34.212,25.67430763
222,12.118,34.18,25.93525925
246,11.122,34.284,26.20139278
270,9.892,34.236,26.37882766
294,9.46,34.304,26.50403987
318,9.142,34.364,26.60292464
342,8.884,34.388,26.66315538
366,8.536,34.4,26.7271696
390,8.312,34.408,26.76803979
414,7.978,34.41,26.81997436
438,7.734,34.418,26.86237413
462,7.434,34.422,26.90892829
486,7.204,34.426,26.94475179
528,6.852,34.438,27.00312193
588,6.396,34.448,27.07233254
648,6.01,34.456,27.12877709
708,5.658,34.466,27.18092061
768,5.326,34.478,27.23082497
828,5.048,34.486,27.270075
888,4.756,34.496,27.31152816
948,4.508,34.508,27.34879149
1008,4.25,34.518,27.38475997
5.5,25.344,34.12,22.57204425
9,25.348,34.118,22.56954538
15,25.352,34.116,22.56721317
21,25.36,34.12,22.56818824
27,25.36,34.118,22.56707862
33,25.36,34.122,22.57049861
39,25.344,34.12,22.57427685
45,25.324,34.118,22.5792734
51,25.276,34.134,22.60639562
57,25.212,34.156,22.64290193
63,25.052,34.196,22.72211179
69,24.808,34.302,22.87634704
75,24.692,34.408,22.99176883
81,24.336,34.598,23.24238796
87,24.008,34.728,23.43849551
93,23.812,34.76,23.52088161
99,23.52,34.852,23.67648204
105,23.196,34.96,23.85286568
111,22.748,34.956,23.97902486
117,22.132,34.896,24.10828968
123,21.568,34.848,24.22913062
129,21.08,34.824,24.3448931
135,20.672,34.816,24.44937055
141,20.368,34.824,24.53701933
147,20.264,34.852,24.58628375
153,20.148,34.868,24.62948257
159,19.82,34.844,24.69765875
165,19.268,34.776,24.78898064
171,18.72,34.72,24.88574553
177,17.952,34.62,25.00023139
183,17.28,34.508,25.07720735
189,16.288,34.378,25.2101045
195,15.632,34.308,25.30524462
201,15.04,34.256,25.39621463
207,14.48,34.21,25.4816484
222,13.096,34.176,25.74141883
246,11.488,34.19,26.06152261
270,10.384,34.252,26.30744855
294,9.84,34.338,26.46770892
318,9.312,34.346,26.56143555
342,8.872,34.36,26.6431065
366,8.616,34.41,26.72266609
390,8.296,34.408,26.77046189
414,7.964,34.412,26.82361439
438,7.734,34.414,26.85922918
462,7.514,34.418,26.89439706
486,7.238,34.424,26.9384341
528,6.734,34.432,27.01428625
588,6.274,34.446,27.08655325
648,5.878,34.458,27.1468597
708,5.482,34.468,27.20374061
768,5.186,34.478,27.24720124
828,4.854,34.49,27.29524017
888,4.582,34.498,27.33225427
948,4.37,34.51,27.36517659
1008,4.14,34.52,27.39781907
5.5,24.768,35.064,23.46030828
9,24.764,35.064,23.461745
15,24.768,35.066,23.46243846
21,24.772,35.066,23.46161981
27,24.772,35.066,23.4620103
33,24.772,35.066,23.46240084
39,24.776,35.068,23.46309474
45,24.776,35.068,23.46348546
51,24.776,35.068,23.46387621
57,24.78,35.07,23.46457047
63,24.784,35.072,23.46526481
69,24.788,35.074,23.46595923
75,24.8,35.082,23.46877211
81,24.788,35.114,23.49698658
87,24.768,35.12,23.50795784
93,24.492,35.156,23.61865329
99,23.944,35.252,23.85491965
105,23.556,35.348,24.04219719
111,23.104,35.392,24.20745957
117,22.768,35.456,24.35311989
123,22.396,35.488,24.48383599
129,21.976,35.496,24.60867518
135,21.796,35.5,24.6623615
141,21.52,35.492,24.73323224
147,21.332,35.476,24.77321259
153,21.164,35.456,24.80437352
159,20.924,35.432,24.85180636
165,20.584,35.384,24.9073462
171,20.352,35.352,24.94532877
177,20.088,35.312,24.98519055
183,19.8,35.266,25.02613305
189,19.512,35.226,25.07091017
195,19.176,35.174,25.11808375
201,18.828,35.122,25.16727158
207,18.48,35.07,25.21535484
222,17.148,34.88,25.39568081
246,15.06,34.624,25.67705976
270,13.332,34.44,25.89975172
294,12,34.328,26.07439436
318,10.968,34.3,26.24314755
342,10.152,34.302,26.38780198
366,9.492,34.292,26.49076421
390,8.728,34.272,26.59750058
414,8.176,34.28,26.68842006
438,7.596,34.264,26.76117686
462,7.116,34.252,26.81957919
486,6.736,34.256,26.87467268
528,6.148,34.304,26.98978575
588,5.612,34.388,27.12345016
648,5.328,34.492,27.24041882
708,5.124,34.56,27.31878484
768,4.876,34.604,27.38264258
828,4.624,34.636,27.43670443
888,4.384,34.656,27.4791947
948,4.196,34.676,27.51555394
1008,4.024,34.688,27.54347242
5.5,24.752,34.896,23.33812254
9,24.752,34.896,23.33834969
15,24.748,34.896,23.33994671
21,24.756,34.896,23.33792097
27,24.756,34.9,23.34133477
33,24.756,34.9,23.34172443
39,24.756,34.9,23.34211412
45,24.752,34.9,23.34371117
51,24.752,34.9,23.34410087
57,24.752,34.9,23.34449061
63,24.796,34.952,23.37090958
69,24.868,35.112,23.47048406
75,24.768,35.152,23.53137311
81,24.472,35.172,23.63598617
87,24.272,35.232,23.74159174
93,24.144,35.256,23.79826256
99,23.548,35.376,24.06539481
105,23.044,35.408,24.23658193
111,22.748,35.428,24.33724759
117,22.576,35.436,24.39281726
123,22.408,35.436,24.44093509
129,22.204,35.448,24.50809436
135,21.996,35.452,24.5699565
141,21.66,35.452,24.66401733
147,21.3,35.448,24.76069343
153,21.068,35.428,24.80926905
159,20.732,35.392,24.87329567
165,20.324,35.34,24.94333791
171,20.024,35.296,24.9895848
177,19.648,35.244,25.04874086
183,19.192,35.18,25.11801069
189,18.808,35.128,25.17638296
195,18.608,35.096,25.20262184
201,18.352,35.052,25.23326562
207,17.824,34.976,25.30557471
222,17.064,34.872,25.4095201
246,15.488,34.676,25.62256977
270,13.776,34.488,25.84608136
294,12.344,34.368,26.0397652
318,11.304,34.316,26.19493087
342,10.36,34.304,26.3536648
366,9.624,34.3,26.47532247
390,9.056,34.296,26.56469922
414,8.364,34.284,26.66323345
438,7.628,34.26,26.75343974
462,6.996,34.256,26.83920817
486,6.588,34.272,26.90696557
528,6.14,34.324,27.00660528
588,5.572,34.404,27.14095382
648,5.3,34.496,27.24688967
708,5.1,34.572,27.33107538
768,4.9,34.616,27.38945149
828,4.668,34.64,27.43503235
888,4.46,34.66,27.47420247
948,4.272,34.68,27.51073628
1008,4.092,34.692,27.53964541
5.5,29.896,34.824,21.63016123
9,29.868,34.822,21.63848864
15,29.848,34.826,21.64879716
21,29.836,34.824,21.6518828
27,29.836,34.828,21.65538589
33,29.824,34.844,21.67196702
39,29.752,34.98,21.7989224
45,29.668,35.122,21.93443837
51,29.6,35.186,22.00599497
57,29.324,35.202,22.11168571
63,29.328,35.23,22.13184909
69,29.38,35.276,22.14935273
75,29.2,35.268,22.20439259
81,28.944,35.23,22.26204449
87,28.04,35.144,22.49656855
93,27.576,35.104,22.61784247
99,27.256,35.084,22.70635483
105,26.728,35.108,22.89332702
111,26.24,35.116,23.05360013
117,25.688,35.112,23.2227833
123,24.88,35.104,23.4643417
129,23.696,35.064,23.78743117
135,21.768,35.084,24.35383975
141,21.512,35.184,24.50112097
147,21.056,35.172,24.61729531
153,20.376,35.128,24.76723796
159,19.48,35.036,24.93266796
165,18.04,34.936,25.22016329
171,16.368,34.848,25.55229855
177,15.636,34.796,25.67945012
183,15.248,34.768,25.74457503
189,14.884,34.736,25.79996386
195,14.436,34.724,25.88748581
201,13.988,34.736,25.99166053
207,13.14,34.66,26.10707911
222,12.612,34.74,26.2744035
246,12.108,34.84,26.45033876
270,11.376,34.8,26.55728739
294,11.212,34.788,26.5785605
318,10.916,34.768,26.61706743
342,10.748,34.756,26.63822947
366,10.156,34.716,26.71084437
390,9.88,34.696,26.74262281
414,9.588,34.676,26.77621276
438,9.34,34.66,26.80484395
462,9.156,34.644,26.82252521
486,8.724,34.62,26.87258992
528,8.1,34.592,26.94661521
588,7.316,34.568,27.04233411
648,6.572,34.548,27.12893121
708,6.096,34.54,27.18502983
768,5.72,34.536,27.22942925
828,5.372,34.536,27.27199129
888,5.132,34.536,27.30068682
948,4.784,34.544,27.34711018
1008,4.544,34.548,27.3772445
5.5,29.904,34.872,21.66342475
9,29.904,34.87,21.66222005
15,29.904,34.868,21.66122595
21,29.908,34.872,21.66336801
27,29.908,34.87,21.66237406
33,29.912,34.874,21.66451634
39,29.912,34.872,21.66352253
45,29.912,34.87,21.66252874
51,29.908,34.874,21.66739577
57,29.904,34.872,21.66776384
63,29.904,34.876,21.67126865
69,29.8,34.898,21.72363752
75,29.456,35.076,21.97412235
81,28.964,35.164,22.20579999
87,28.36,35.072,22.33742762
93,28.056,35.048,22.41960324
99,27.664,34.928,22.45736631
105,26.936,34.784,22.58313514
111,27.048,34.944,22.66839428
117,26.44,34.936,22.85549063
123,26.04,34.96,22.99924765
129,25.464,34.936,23.15971348
135,25.192,34.96,23.26148664
141,24.208,35.008,23.5945325
147,22.8,35.048,24.03605901
153,21.424,35.12,24.47732557
159,20.88,35.16,24.65655752
165,20.736,35.152,24.68966495
171,19.36,35.024,24.95505797
177,18.688,34.944,25.06540402
183,18.052,34.936,25.21797347
189,17.074,34.88,25.41197988
195,16.132,34.812,25.57985053
201,14.92,34.744,25.79868831
207,14.206,34.716,25.93053763
222,13.84,34.74,26.02626258
246,12.676,34.816,26.32141738
270,11.8,34.824,26.49699408
294,10.96,34.768,26.60862598
318,10.648,34.748,26.64917536
342,10.156,34.712,26.70722695
366,9.976,34.7,26.72903851
390,9.648,34.68,26.7689311
414,9.436,34.662,26.790282
438,9.116,34.64,26.82537648
462,8.896,34.63,26.85299447
486,8.644,34.614,26.88033928
528,8.316,34.6,26.92039314
588,7.472,34.572,27.02340701
648,6.736,34.552,27.11024245
708,6.084,34.542,27.18813162
768,5.696,34.538,27.23394717
5.5,28.776,33.856,21.28021968
9,28.748,33.84,21.27775885
15,28.77,33.852,21.27995824
21,28.842,33.892,21.28659496
27,28.844,33.89,21.28490828
33,28.846,33.902,21.29372956
39,28.848,33.9,21.29204306
45,28.85,33.912,21.3008646
51,28.852,33.91,21.29917828
57,28.854,33.922,21.30800008
63,28.686,34.032,21.44668467
69,26.938,34.59,22.43375104
75,26,34.686,22.80164818
81,24.932,34.768,23.19185277
87,23.952,34.84,23.53983185
93,23.508,34.864,23.6887132
99,23.082,34.864,23.81264804
105,22.236,34.872,24.06014971
111,20.994,34.84,24.37949594
117,19.938,34.816,24.64335885
123,19.5,34.804,24.74862899
129,19.332,34.796,24.78614428
135,18.492,34.768,24.97808197
141,17.94,34.748,25.0997102
147,17.544,34.716,25.17183391
153,16.554,34.656,25.360888
159,15.696,34.6,25.51442003
165,14.97,34.572,25.65394119
171,13.928,34.584,25.88578573
177,13.248,34.58,26.0224995
183,12.94,34.572,26.07825957
189,12.472,34.576,26.17365773
195,12.18,34.58,26.23332715
201,11.944,34.588,26.28467484
207,11.764,34.588,26.31876328
222,11.224,34.62,26.44391893
246,10.824,34.656,26.5446433
270,10.304,34.656,26.63652757
294,9.86,34.648,26.70657849
318,9.6,34.64,26.74422764
342,9.376,34.632,26.77526846
366,9.188,34.628,26.80308875
390,8.984,34.624,26.83306316
414,8.82,34.62,26.85629297
438,8.66,34.612,26.87546089
462,8.472,34.6,26.89549848
486,8.292,34.592,26.91705976
528,7.924,34.576,26.96015495
588,7.36,34.552,27.02353876
648,6.772,34.536,27.09278818
708,6.284,34.532,27.15467077
768,5.852,34.528,27.20684122
828,5.488,34.532,27.2550187
888,5.212,34.536,27.29141262
948,4.96,34.54,27.32416036
1008,4.724,34.544,27.35435965
5.5,28.504,33.856,21.37004572
9,28.506,33.856,21.36966135
15,28.502,33.856,21.37144807
21,28.51,33.856,21.36928442
27,28.512,33.856,21.3690961
33,28.508,33.856,21.37088295
39,28.51,33.856,21.37069476
45,28.512,33.856,21.37050666
51,28.508,33.864,21.37830093
57,28.51,33.864,21.37811297
63,28.506,33.864,21.37989946
69,28.502,33.864,21.38168568
75,28.276,34.168,21.68470791
81,27.504,34.592,22.25488306
87,26.632,34.712,22.62397152
93,25.292,34.836,23.13446708
99,24.1,34.94,23.57248866
105,22.924,34.984,23.94949224
111,21.924,34.976,24.2269696
117,20.904,34.956,24.49252347
123,19.852,34.9,24.73028582
129,19.036,34.836,24.89249742
135,18.088,34.768,25.07838742
141,17.332,34.704,25.21342429
147,16.188,34.62,25.41758718
153,15.408,34.568,25.55397303
159,14.624,34.528,25.69475466
165,13.828,34.492,25.83527836
171,13.128,34.496,25.98145104
177,12.834,34.512,26.05264084
183,12.61,34.532,26.11242379
189,12.27,34.556,26.19724444
195,12.178,34.568,26.22439283
201,11.968,34.592,26.28323282
207,11.766,34.616,26.34015331
222,11.406,34.656,26.43857775
246,11.026,34.676,26.52398707
270,10.646,34.68,26.59546449
294,10.276,34.672,26.65435464
318,9.958,34.664,26.70300126
342,9.7,34.652,26.73745454
366,9.506,34.644,26.76379521
390,9.216,34.624,26.79587756
414,8.964,34.616,26.83040156
438,8.748,34.604,26.85546248
462,8.552,34.592,26.87691334
486,8.22,34.568,26.90909317
528,7.844,34.552,26.95304625
588,7.324,34.536,27.01601403
648,6.764,34.524,27.08439918
708,6.224,34.524,27.15606445
768,5.792,34.524,27.21109066
828,5.44,34.528,27.25758079
888,5.128,34.532,27.29797688
948,4.824,34.536,27.33629718
1008,4.552,34.544,27.37319864
5.5,28.296,33.88,21.45639391
9,28.296,33.88,21.45666525
15,28.3,33.88,21.45581965
21,28.304,33.88,21.45497415
27,28.3,33.884,21.45975505
33,28.268,33.884,21.47070123
39,28.256,33.884,21.47509396
45,28.252,33.884,21.4768674
51,28.252,33.884,21.47733177
57,28.252,33.884,21.47779616
63,28.248,33.884,21.47956921
69,28.244,33.892,21.48735226
75,28.088,34.008,21.62592359
81,27.828,34.196,21.85225236
87,26.856,34.56,22.43851976
93,25.08,34.856,23.21422502
99,23.48,35.048,23.83668302
105,22.384,35.056,24.15811324
111,20.976,34.96,24.47574331
117,19.888,34.896,24.71751162
123,19.096,34.832,24.87386162
129,18.656,34.8,24.96117327
135,17.912,34.744,25.103256
141,16.976,34.672,25.27367094
147,15.96,34.608,25.46043968
153,15.12,34.552,25.60528101
159,14.28,34.52,25.76198329
165,13.664,34.496,25.87227037
171,13.096,34.488,25.98167515
177,12.596,34.508,26.09639143
183,12.348,34.544,26.17272327
189,12.12,34.568,26.23534468
195,11.912,34.592,26.29369229
201,11.644,34.624,26.36906167
207,11.396,34.648,26.43384346
222,11.06,34.664,26.50795827
246,10.52,34.672,26.61088069
270,10.12,34.664,26.67444345
294,9.752,34.648,26.72470995
318,9.536,34.636,26.75168178
342,9.372,34.632,26.77592154
366,9.156,34.624,26.80511195
390,8.904,34.608,26.83321788
414,8.624,34.596,26.86809647
438,8.384,34.58,26.89286874
462,8.152,34.568,26.91892721
486,7.872,34.552,26.94829146
528,7.46,34.54,26.99905195
588,6.904,34.528,27.06782122
648,6.352,34.524,27.13881056
708,5.908,34.52,27.19285449
768,5.532,34.524,27.24274309
828,5.236,34.532,27.28480905
888,4.956,34.536,27.32082997
948,4.684,34.54,27.35500971
1008,4.484,34.544,27.38055118
4.5,26.074,34.924,22.95322134
9.2,26.067,34.924,22.95573421
19.3,26.062,34.924,22.95799867
29.5,26.062,34.924,22.95870962
39.3,26.061,34.924,22.95970477
49.1,26.06,34.924,22.96069995
59.3,26.058,34.926,22.96354373
68.9,26.057,34.928,22.96603379
78.9,26.055,34.93,22.9688636
89.6,26.045,34.944,22.98328919
99.3,25.941,35.006,23.06312189
109.7,25.219,35.168,23.40871741
119.5,24.623,35.2,23.61428936
129.2,24.314,35.208,23.71357581
139.3,23.313,35.217,24.0158491
148.9,22.912,35.183,24.10649062
159.5,22.402,35.151,24.22826274
169.6,21.484,35.122,24.46321807
179.4,21.117,35.095,24.54376042
189.3,20.564,35.054,24.66243833
199.2,20.04,35.009,24.76778725
219.5,18.757,34.901,25.01702254
239.5,17.939,34.833,25.16922814
259.3,17.275,34.774,25.28552602
279.4,16.943,34.742,25.34062535
299.4,16.342,34.689,25.44086519
319.4,15.926,34.649,25.50592442
339.2,15.122,34.584,25.63577595
359,14.498,34.532,25.73122942
379,13.731,34.475,25.84856385
399.1,12.879,34.408,25.96918861
419.4,11.948,34.336,26.09356494
438.9,11.423,34.304,26.16668852
459.3,10.678,34.251,26.25947017
479.2,10.06,34.21,26.33438229
499.2,9.74,34.191,26.37350506
519.4,9.383,34.171,26.41673407
539.2,9.059,34.155,26.45647419
559,8.85,34.147,26.48343971
579.2,8.245,34.117,26.55277346
599,7.413,34.106,26.6651827
619.4,7.028,34.108,26.72034935
639,6.703,34.112,26.76747793
659.3,6.573,34.116,26.78804788
679.2,6.406,34.122,26.81478768
699.5,6.107,34.137,26.86504407
719.1,5.918,34.144,26.89440651
739.1,5.835,34.146,26.90645125
759.3,5.576,34.167,26.95472018
779.3,5.312,34.194,27.00756596
799.3,5.084,34.218,27.05314183
824.4,4.857,34.249,27.10362017
849.3,4.76,34.268,27.12971527
874,4.627,34.292,27.16360199
899.3,4.525,34.312,27.19077935
924.3,4.389,34.336,27.22463148
949,4.361,34.34,27.23100323
973.9,4.227,34.369,27.26836328
999.4,4.112,34.398,27.30357253
1049.5,3.899,34.426,27.34794688
1099.6,3.705,34.458,27.39310564
1149.2,3.563,34.486,27.42962972
1199.5,3.447,34.501,27.45308581
1249.4,3.366,34.509,27.467506
1299.5,3.258,34.514,27.48195056
1399,2.995,34.538,27.52576519
1499.4,2.823,34.553,27.55364229
1599,2.63,34.566,27.58130098
1699.2,2.414,34.584,27.61435701
1799.4,2.254,34.598,27.63915638
1899,2.148,34.608,27.65619701
1999.1,2.057,34.617,27.67113086
2010.5,2.046,34.619,27.67365493
4.4,25.751,34.955,23.07705581
9.1,25.751,34.955,23.07737803
19.2,25.751,34.955,23.07807053
28.9,25.747,34.954,23.07921958
39.5,25.746,34.954,23.08025604
49,25.745,34.955,23.08197191
59.4,25.747,34.955,23.08206615
69.4,25.748,34.956,23.0831975
79.6,25.75,34.956,23.08327847
89.6,25.751,34.956,23.08365539
99.6,25.106,35.152,23.43043288
109.3,24.456,35.202,23.66529507
119.4,23.691,35.226,23.91104534
129.3,22.987,35.176,24.07845561
139.6,22.478,35.161,24.21317828
149.6,21.563,35.109,24.4304526
159.5,20.048,34.989,24.74847729
168.9,19.669,34.963,24.82834565
179.4,19.061,34.93,24.96027437
189.4,18.823,34.91,25.0058824
199.2,18.142,34.85,25.13060144
219.1,17.666,34.804,25.21271808
239.1,17.217,34.77,25.29549865
259,16.739,34.744,25.38933659
279,16.542,34.727,25.42301058
299.2,16.1,34.681,25.49022582
319.2,15.656,34.639,25.55908268
339.4,15.218,34.607,25.63242887
359.6,14.46,34.544,25.74861172
379.2,14.139,34.508,25.78927125
399,13.332,34.445,25.90732287
419.2,12.594,34.369,25.9954102
439.3,11.722,34.311,26.11694593
459.6,11.138,34.275,26.19636898
479.3,10.738,34.253,26.25092092
499.5,10.341,34.229,26.30171902
519.2,9.779,34.193,26.36899156
539.6,9.118,34.153,26.44554856
558.9,8.197,34.116,26.55883275
578.9,7.465,34.106,26.65756587
599.6,6.973,34.101,26.72204677
619.3,6.612,34.105,26.7737321
639.2,6.301,34.122,26.82781562
659.2,6.173,34.13,26.85069383
678.9,5.9,34.151,26.90170665
698.6,5.664,34.163,26.94029025
719.3,5.504,34.176,26.97001563
738.9,5.328,34.202,27.01160907
759.4,5.197,34.229,27.04846591
779.1,5.085,34.25,27.07819685
799.3,4.967,34.277,27.11323018
823.9,4.873,34.29,27.13436044
849.1,4.662,34.298,27.1643098
874.2,4.555,34.307,27.18333535
899.3,4.479,34.326,27.20684928
924.6,4.367,34.348,27.23650657
949.2,4.307,34.357,27.25021942
974.3,4.159,34.383,27.28656802
999.4,4.079,34.409,27.31571666
1049.4,3.838,34.434,27.36042038
1099.2,3.692,34.452,27.38959576
1149,3.551,34.487,27.4315811
1199.4,3.446,34.501,27.45317996
1248.8,3.373,34.507,27.46524817
1298.9,3.248,34.516,27.48446689
1399.2,3.018,34.536,27.52211345
1499.5,2.837,34.552,27.55162431
1598.5,2.642,34.564,27.57868244
1699.5,2.465,34.578,27.60537089
1799.3,2.301,34.593,27.6313935
1899.2,2.164,34.606,27.65334261
1999.1,2.047,34.618,27.67270144
2005.7,2.044,34.618,27.67297514
3.9,25.289,35.004,23.25632677
9.5,25.281,35.003,23.25839574
19.3,25.266,35.003,23.26364251
29.4,25.253,35.003,23.26829484
39.2,25.244,35.003,23.2717019
49.4,25.24,35.003,23.27360597
59.4,25.242,35.004,23.2744178
69.2,25.24,35.003,23.2749282
79.4,25.237,35.004,23.27728183
89.4,25.224,35.007,23.28418794
99.2,25.122,35.03,23.33333541
109.4,24.307,35.149,23.66975376
119.3,23.227,35.185,24.0153464
129.6,22.457,35.138,24.20109998
139.3,21.452,35.117,24.46660067
149.3,21.003,35.077,24.55949292
159.5,20.066,34.987,24.74220708
169,19.388,34.952,24.89274658
179.6,18.963,34.921,24.97835363
189.4,18.612,34.888,25.0422268
199.5,18.147,34.854,25.13244272
219.3,17.682,34.816,25.21804142
239.1,17.106,34.773,25.32423154
259.3,16.803,34.759,25.38585728
279.1,16.444,34.722,25.44190608
299.5,16.088,34.684,25.4952839
318.8,15.745,34.653,25.54985773
339.3,15.157,34.612,25.64968816
359.5,14.431,34.543,25.75400733
379.4,14.042,34.514,25.81422318
399.3,13.496,34.466,25.89032349
418.8,12.952,34.425,25.96845777
439.1,12.42,34.381,26.03898913
458.9,11.652,34.326,26.1420887
479.2,10.964,34.277,26.22956798
499.4,10.311,34.234,26.31077267
519,9.6,34.187,26.3938567
539.1,8.914,34.154,26.47855404
559.1,8.551,34.14,26.52417995
579.5,8.108,34.119,26.57475064
599.4,7.692,34.107,26.62632716
619.3,7.255,34.102,26.68439536
639.2,7.023,34.101,26.71578525
659.1,6.651,34.106,26.76988871
679.4,6.362,34.119,26.81810033
699.5,6.197,34.131,26.84892328
719.4,5.949,34.144,26.89056724
739.4,5.71,34.164,26.93595905
759.5,5.442,34.188,26.98731242
779.5,5.232,34.209,27.0287679
799.6,5.091,34.222,27.05551639
824.2,4.898,34.242,27.09347697
849.2,4.791,34.261,27.12072662
874.6,4.613,34.293,27.16592639
899.6,4.484,34.319,27.20075353
924.5,4.388,34.335,27.22394466
949.3,4.277,34.359,27.25496283
974.2,4.14,34.39,27.29410069
999.4,4.067,34.406,27.31455979
1049,3.858,34.44,27.36319847
1099.2,3.641,34.465,27.40493478
1149.4,3.489,34.485,27.43593338
1199.7,3.349,34.505,27.46552507
1248.8,3.244,34.517,27.48525265
1299.2,3.105,34.529,27.50794097
1398.8,2.9,34.547,27.54137822
1499.3,2.753,34.556,27.56210114
1599.2,2.547,34.57,27.59147601
1699.4,2.376,34.586,27.61905739
1798.8,2.248,34.598,27.63963005
1899,2.112,34.61,27.66060749
1998.9,2.011,34.623,27.67946713
2002.6,2.01,34.623,27.67956758
4.6,25.737,34.981,23.10103031
9.2,25.737,34.982,23.10210031
19.2,25.738,34.98,23.10096632
28.9,25.734,34.984,23.10588884
38.9,25.709,34.995,23.12261406
48.8,25.675,35.007,23.14286381
58.9,25.662,35.011,23.15059102
69.2,25.484,35.03,23.22050883
79.3,25.271,35.084,23.32731815
89.3,25.262,35.089,23.33451831
99.4,25.254,35.09,23.33839631
109.1,24.963,35.104,23.43826699
119.6,23.618,35.157,23.88018771
129.5,21.907,35.133,24.35206798
139,21.452,35.121,24.46962769
149.4,20.711,35.069,24.63236369
159.3,20.115,35.021,24.75520092
169.4,19.298,34.968,24.92816239
179,18.856,34.927,25.01006154
188.7,18.437,34.887,25.08523778
198.9,18.011,34.846,25.15979844
219.5,17.164,34.768,25.30581671
239.5,16.4,34.699,25.4329191
259.5,15.818,34.642,25.52281681
279,15.131,34.575,25.62483037
299.1,14.291,34.502,25.75012159
319.1,13.525,34.436,25.85885064
339.5,12.389,34.355,26.02218198
359.2,11.805,34.32,26.10648835
379,10.924,34.275,26.23289118
398.9,10.479,34.26,26.29992953
419.2,9.741,34.219,26.3936629
439.4,9.261,34.202,26.45920115
459.3,8.846,34.18,26.50818112
479.3,8.509,34.175,26.55671628
499.4,8.145,34.163,26.6025347
519.4,7.736,34.158,26.65888877
538.9,7.268,34.144,26.7145258
558.9,6.787,34.126,26.76628297
579.3,6.167,34.124,26.84576561
599.4,5.959,34.141,26.88557027
619.4,5.789,34.17,26.92972855
639.2,5.531,34.192,26.97860133
659.4,5.345,34.225,27.0270071
679.1,5.154,34.235,27.05737324
699.2,5.005,34.257,27.09207364
719.5,4.887,34.281,27.12463701
739.2,4.814,34.301,27.14886167
759.1,4.737,34.322,27.17426556
778.9,4.673,34.346,27.20055843
799.2,4.653,34.381,27.2307353
824,4.576,34.411,27.26320263
849.4,4.496,34.429,27.28640218
873.9,4.383,34.447,27.31304177
899.4,4.275,34.463,27.3374255
924.2,4.159,34.475,27.35931547
949.4,4.089,34.484,27.37393448
973.9,4.014,34.494,27.38979418
999.4,3.912,34.499,27.40434102
1049.4,3.769,34.514,27.43099914
1099.1,3.602,34.525,27.45654579
1149.1,3.465,34.537,27.47968788
1199.3,3.355,34.545,27.49687109
1249.3,3.244,34.552,27.51319091
1299,3.152,34.556,27.52521947
1399.2,2.861,34.574,27.56638775
1499.2,2.652,34.589,27.5971367
1599.3,2.486,34.599,27.61975951
1699.2,2.361,34.608,27.63789149
1799,2.253,34.616,27.65365399
1898.5,2.128,34.626,27.67218312
1999.4,2.039,34.635,27.68694883
2001.1,2.041,34.634,27.68600459
4.5,26.401,34.736,22.70898683
9.6,26.403,34.736,22.70871916
19.3,26.35,34.809,22.78109877
29.2,26.598,35.032,22.87174851
39.2,26.194,34.957,22.94302599
49,26.062,34.925,22.96082348
59.4,26.04,34.936,22.97670771
69.6,25.979,34.955,23.01075509
79.4,25.701,35.072,23.18598941
89.1,25.36,35.126,23.33244278
99.3,24.656,35.185,23.59169941
109.2,23.972,35.219,23.82228197
119.5,23.515,35.231,23.96639957
129.6,23.095,35.226,24.08525307
139.5,22.213,35.207,24.32304271
149.1,21.692,35.185,24.45251366
159.2,21.348,35.165,24.53278566
169.6,21.014,35.139,24.60477394
179.1,20.375,35.089,24.73907959
