pre,temp,sault,density
849.5,4.859,34.122,27.00286579
879,4.524,34.157,27.06756436
909.4,4.296,34.185,27.1142731
939,4.178,34.204,27.14191592
969,4.053,34.228,27.17409014
999.4,3.959,34.245,27.19739732
1099.3,3.638,34.325,27.29365537
1199.2,3.343,34.381,27.36715541
1298.8,3.01,34.43,27.43742138
1398.7,2.772,34.467,27.48859449
4.3,20.478,35.001,24.63573594
9.3,20.477,35.001,24.6362544
14.1,20.482,35.001,24.63515715
19.2,20.481,35.001,24.63568077
24.2,20.478,35.002,24.63749664
29.4,20.49,35.004,24.63607062
33.7,20.489,35.003,24.63579223
38.9,20.486,35.003,24.63685635
44,20.488,35.004,24.63733956
48.8,20.489,35.004,24.63731325
54.2,20.488,35.003,24.63709019
59.4,20.49,35.004,24.63757866
63.9,20.488,35.003,24.63757793
69.2,20.479,35,24.63796531
74.1,20.483,35,24.63714193
78.9,20.454,34.993,24.63980002
89.3,20.363,34.972,24.64858898
99,20.228,34.94,24.66054978
109.3,20.145,34.929,24.67464553
119.7,20.096,34.921,24.68199927
129.6,19.71,34.879,24.75166976
139.2,18.569,34.827,25.00412807
149.3,18.246,34.815,25.07592505
159.4,18.052,34.807,25.11816271
168.9,17.769,34.795,25.1786899
179.1,17.595,34.787,25.21524638
189.2,17.422,34.778,25.25051092
199.4,17.333,34.777,25.27153062
209.4,17.239,34.772,25.29059248
219.1,17.181,34.773,25.30558714
228.8,17.104,34.774,25.32506588
239.2,17.007,34.771,25.34618193
249.1,16.888,34.763,25.36853557
258.9,16.852,34.761,25.37585875
269.2,16.772,34.755,25.39044433
278.8,16.651,34.746,25.41221311
289.5,16.533,34.732,25.42934333
299.3,16.4,34.717,25.44900088
309.6,16.197,34.696,25.47995629
319.4,16.068,34.683,25.49980578
329.4,15.873,34.666,25.53136831
339.5,15.688,34.652,25.56263406
349.1,15.483,34.632,25.59338262
358.9,15.179,34.61,25.64398124
368.8,15.027,34.598,25.6683452
378.9,14.876,34.585,25.69150037
389,14.572,34.563,25.74032227
399.3,14.328,34.546,25.7794366
429.1,13.639,34.5,25.88829871
459.5,12.8,34.436,26.00813547
489.3,11.717,34.362,26.15875458
519.2,10.904,34.3,26.25907362
549.1,10.021,34.231,26.35878971
579.2,9.239,34.172,26.44182953
609.3,8.43,34.146,26.54815994
638.9,7.814,34.122,26.62111998
669.2,7.522,34.107,26.65161318
699.1,6.817,34.072,26.72153869
728.9,6.222,34.066,26.7947567
758.9,5.851,34.047,26.82641395
789.2,5.564,34.076,26.88444605
819.3,5.236,34.093,26.93678651
849.5,4.911,34.132,27.00499645
879.1,4.612,34.135,27.04059672
909.2,4.477,34.164,27.07843585
939.2,4.299,34.186,27.11501718
969.2,4.141,34.211,27.15155928
999.4,4.044,34.23,27.17685593
1099.4,3.63,34.309,27.28168012
1199.4,3.399,34.377,27.3587195
1299,3.112,34.418,27.41867112
1399.4,2.814,34.455,27.47537127
4.4,20.345,34.943,24.62704993
9.6,20.339,34.944,24.62966902
14.4,20.339,34.943,24.62914522
19.5,20.337,34.943,24.62993131
24.5,20.321,34.943,24.63443959
29.4,20.252,34.941,24.65150283
34.2,20.224,34.941,24.65917247
38.9,20.189,34.941,24.6686851
44.5,20.189,34.941,24.66896082
49.4,20.174,34.941,24.6731759
54.5,20.173,34.941,24.67369166
59,20.164,34.941,24.67629609
64,20.162,34.941,24.67707144
69.1,20.147,34.94,24.68052909
74.4,20.143,34.939,24.68108505
79.2,20.143,34.94,24.68208352
89.1,20.135,34.939,24.6839229
99,20.13,34.938,24.68496841
108.8,20.13,34.938,24.68544992
119.4,20.133,34.938,24.68517812
129.1,20.134,34.939,24.68615354
138.9,20.136,34.938,24.68534451
149.4,20.129,34.937,24.68694783
159.6,20.076,34.926,24.69304547
169.6,19.326,34.858,24.83693717
179.5,18.387,34.808,25.03683809
189.2,18.221,34.8,25.07235279
199.3,17.87,34.783,25.1461126
209.4,17.683,34.773,25.18442719
219.1,17.583,34.769,25.20599357
229.2,17.399,34.779,25.2584294
239.1,17.316,34.775,25.27566991
248.8,17.209,34.772,25.29932974
259.4,17.112,34.768,25.31977399
269.5,16.936,34.76,25.35570979
279.2,16.846,34.752,25.37114871
289.4,16.805,34.746,25.3765709
299.5,16.685,34.74,25.40045789
309.3,16.585,34.736,25.42107982
319.3,16.458,34.722,25.44018218
329.5,16.387,34.713,25.4500642
339.6,16.294,34.702,25.46341506
349.3,16.228,34.696,25.47432074
359.5,16.077,34.676,25.49383943
369.4,15.791,34.647,25.53669127
379,15.528,34.63,25.58286841
389.3,15.334,34.617,25.61626514
399.5,15.079,34.599,25.65879298
429.3,14.328,34.55,25.78347626
459,13.33,34.478,25.93501048
489.2,12.459,34.414,26.05839014
519.4,12.074,34.381,26.10725178
549.4,10.991,34.301,26.24504044
579.4,9.468,34.191,26.41971945
608.7,8.648,34.126,26.49916087
639.6,7.842,34.085,26.58798833
669.5,7.434,34.055,26.62311706
699,6.763,34.038,26.70193104
729.1,6.32,34.047,26.76725457
759.2,5.788,34.036,26.82542344
788.9,5.361,34.043,26.88231147
819.3,4.928,34.066,26.9504382
849.4,4.747,34.101,26.99858672
879.1,4.561,34.139,27.04928596
909.4,4.376,34.181,27.10267744
939.2,4.208,34.213,27.14596992
969.5,4.04,34.242,27.18655806
999.3,3.937,34.283,27.22985965
1099,3.6,34.342,27.31087717
1199.1,3.269,34.393,27.3836058
1299.2,3.068,34.423,27.42663533
1399,2.806,34.455,27.47606238
4.5,20.493,35.042,24.66297609
9.2,20.49,35.044,24.66553981
14.3,20.49,35.043,24.66503393
19.1,20.492,35.043,24.6647396
24.4,20.49,35.044,24.66630358
29.1,20.49,35.044,24.66653982
34.3,20.49,35.045,24.66756334
39.1,20.492,35.044,24.66650717
44.5,20.491,35.045,24.66780856
49,20.486,35.045,24.6693731
54.5,20.477,35.045,24.67205778
59.4,20.485,35.045,24.67016373
64.3,20.477,35.046,24.67331258
69.3,20.463,35.046,24.6773079
74.4,20.462,35.046,24.67783148
79.1,20.45,35.047,24.68203712
89.2,20.451,35.047,24.68227715
98.9,20.429,35.047,24.68864012
109.4,20.421,35.047,24.69130234
119.4,20.42,35.046,24.69130862
128.8,20.419,35.047,24.6928094
139.3,20.354,35.031,24.69846062
149.4,19.807,34.952,24.78301554
159.4,18.89,34.838,24.93251058
169.5,18.23,34.808,25.07540092
179.4,18.094,34.8,25.10330594
189.3,17.774,34.787,25.17218969
199,17.71,34.782,25.18433595
209,17.457,34.771,25.23752272
219.3,17.306,34.77,25.27343121
229.1,17.204,34.758,25.28899208
239.3,17.061,34.742,25.31112864
249.2,17.049,34.758,25.32664671
259.3,17.048,34.774,25.3395647
268.9,17.02,34.772,25.34504212
279.4,16.925,34.764,25.36176447
289.4,16.846,34.752,25.37154589
299.3,16.737,34.742,25.38982417
309.2,16.643,34.737,25.40833079
319.3,16.507,34.724,25.43036277
329.3,16.363,34.706,25.45021328
339.2,16.006,34.668,25.50310411
349.2,15.804,34.65,25.53534624
359.1,15.68,34.639,25.55511537
369.1,15.511,34.626,25.58322718
379.3,15.336,34.614,25.61316582
389.2,15.18,34.604,25.64016849
399,15.012,34.591,25.66723383
429.4,14.351,34.544,25.77397771
459.3,13.597,34.488,25.88850832
489.5,13.058,34.446,25.965644
519.1,11.988,34.386,26.12738726
549.2,11.159,34.321,26.23047544
579,10.495,34.276,26.31349241
609.4,9.6,34.214,26.41672073
639.3,8.826,34.193,26.52464867
669.1,8.3,34.184,26.59859293
699,7.697,34.176,26.68137308
728.8,7.177,34.165,26.74634483
759.3,6.468,34.149,26.82907385
789.5,6.149,34.152,26.87268072
819.5,5.933,34.156,26.90320732
849.3,5.669,34.169,26.94611426
879.4,5.328,34.193,27.00596289
908.9,5.081,34.209,27.04746306
939.3,4.759,34.21,27.08465311
969.4,4.361,34.217,27.13341484
999.2,4.187,34.236,27.16696144
1099.2,3.765,34.295,27.25735046
1199.1,3.364,34.357,27.346046
1299.1,3.134,34.397,27.39991143
1398.9,2.881,34.442,27.45913613
4.4,20.053,34.985,24.73652801
8.9,20.054,34.986,24.73724611
14.3,20.058,34.988,24.73797873
19.1,20.059,34.989,24.7387116
23.6,20.06,34.989,24.73866715
29.2,20.06,34.989,24.7389405
33.9,20.057,34.988,24.73919925
38.9,20.066,34.994,24.7416436
44.1,20.071,34.996,24.74210278
49.1,20.066,34.992,24.7406165
53.9,20.074,34.997,24.74255239
58.6,20.076,34.997,24.7422541
64.2,20.076,34.997,24.74252808
68.8,20.078,34.996,24.74146229
74.3,20.082,34.997,24.74143795
79.2,20.081,34.997,24.74194196
89,20.087,34.998,24.74160031
98.6,20.091,34.998,24.74101454
109.2,20.09,34.998,24.7417984
119.4,20.085,34.997,24.74285593
129,20.084,34.997,24.74359075
139.3,20.075,34.997,24.74647079
149.6,20.043,34.973,24.73710475
159.4,18.41,34.826,25.04400701
169.4,18.107,34.813,25.10962978
179,17.898,34.795,25.147605
188.8,17.659,34.788,25.20089911
198.8,17.475,34.782,25.24120691
209.1,17.301,34.782,25.28342412
218.8,17.286,34.788,25.29200788
229.1,17.202,34.792,25.31555885
239,17.173,34.792,25.32286742
248.9,17.149,34.792,25.32897707
259,17.108,34.789,25.33682646
269.3,17.035,34.784,25.35071712
279.1,17.013,34.781,25.35401087
288.9,16.956,34.776,25.36403432
298.8,16.9,34.772,25.37456099
309.3,16.836,34.763,25.38311967
319.2,16.765,34.762,25.39939848
329.3,16.684,34.751,25.4102896
339.5,16.584,34.745,25.42938238
349.5,16.467,34.735,25.44923378
359.6,16.359,34.72,25.46303713
369.1,16.134,34.697,25.4973403
379.2,16.032,34.685,25.511733
389,15.87,34.669,25.53650712
399.2,15.619,34.648,25.57712981
429.4,14.913,34.587,25.68669897
459.5,14.247,34.534,25.78916758
489.2,13.668,34.488,25.87486138
519.1,12.915,34.433,25.98477638
549.3,11.936,34.358,26.11618802
579.3,11.223,34.306,26.20794682
609.2,10.502,34.257,26.29811131
639.2,9.353,34.194,26.44183691
669.3,8.83,34.145,26.48693753
699.5,7.686,34.124,26.64206777
728.9,7.27,34.114,26.6933205
759.4,6.863,34.149,26.77689157
788.9,6.638,34.152,26.80958221
819.4,6.192,34.144,26.86128563
849.6,5.758,34.166,26.93295153
879.2,5.37,34.185,26.99470516
909,5.171,34.2,27.03002377
939.2,4.898,34.223,27.07953805
969.3,4.542,34.231,27.12525085
999.5,4.33,34.252,27.16477415
1099.3,3.751,34.293,27.2571341
1199.3,3.348,34.361,27.35073376
1299.1,3.1,34.402,27.40698066
1399.2,2.866,34.444,27.46204891
4.4,20.492,34.734,24.42853268
9.4,20.492,34.734,24.42878302
14.4,20.493,34.734,24.42876607
19.5,20.494,34.733,24.42799222
24.5,20.494,34.734,24.42900468
29.4,20.495,34.734,24.4289829
34,20.496,34.734,24.42894615
39.2,20.496,34.734,24.42920681
44.3,20.498,34.734,24.42892797
48.9,20.499,34.734,24.42889139
53.6,20.499,34.734,24.42912713
59.2,20.501,34.734,24.42887359
63.9,20.501,34.734,24.42910944
69.3,20.503,34.734,24.42884602
74.3,20.504,34.733,24.42806783
79.2,20.504,34.734,24.42907587
88.9,20.505,34.736,24.43081986
99.5,20.506,34.736,24.4310853
109.4,20.503,34.736,24.43238424
119.3,20.504,34.737,24.43337685
129.1,20.515,34.739,24.43245571
139.3,20.455,34.756,24.46193612
149,20.081,34.793,24.58976486
159.2,19.599,34.785,24.71018303
169.2,19.577,34.787,24.71788859
178.9,19.58,34.787,24.71757037
188.8,19.581,34.786,24.71701678
198.7,19.5,34.786,24.73844881
208.8,19.339,34.79,24.78347712
219.5,19.289,34.79,24.79681726
229.4,19.035,34.812,24.87898971
239.5,18.653,34.821,24.98290007
249,18.374,34.824,25.05535105
259,18.149,34.817,25.10616744
269.4,17.966,34.8,25.13859484
279,17.743,34.795,25.18960501
288.9,17.61,34.794,25.22150592
299.2,17.519,34.792,25.24237468
309.2,17.425,34.791,25.26464029
319.4,17.322,34.783,25.28361437
328.8,17.244,34.783,25.30263119
339.4,17.212,34.786,25.31298925
349.2,17.162,34.784,25.3237493
358.8,17.128,34.784,25.33221286
369,17.061,34.779,25.34467091
379,16.999,34.772,25.35435956
389.2,16.876,34.755,25.37069625
399.5,16.73,34.742,25.39533992
429.2,16.056,34.678,25.50272179
459,15.425,34.625,25.60470957
488.9,15.038,34.592,25.66537
518.9,13.986,34.521,25.8356086
549.6,13.528,34.488,25.90526255
579.2,12.219,34.399,26.09521106
609,11.451,34.357,26.20686963
639,10.65,34.298,26.30497063
668.9,9.831,34.23,26.39224835
699.3,9.234,34.209,26.47383229
729.1,8.425,34.173,26.57211576
759,7.436,34.106,26.66428218
788.9,7.009,34.096,26.71580862
819.2,6.555,34.083,26.76642023
849.5,6.129,34.091,26.82772753
879.5,5.796,34.13,26.90018212
909.5,5.297,34.121,26.95284821
939.1,5.091,34.135,26.98795628
969.2,4.974,34.163,27.02371262
998.9,4.819,34.193,27.06511568
1099.4,4.13,34.259,27.19201033
1199.2,3.665,34.318,27.28626475
1299.4,3.369,34.367,27.35433205
1399.3,3.058,34.404,27.41309793
4.5,19.324,34.809,24.79235838
9.2,19.337,34.808,24.78846244
14.1,19.347,34.808,24.78611197
19.4,19.349,34.808,24.78584217
24.5,19.335,34.809,24.79045054
29.4,19.349,34.807,24.7855423
34.4,19.348,34.807,24.78603204
39.2,19.345,34.806,24.78626413
44.5,19.338,34.805,24.78754978
49,19.17,34.799,24.82633052
54.4,19.156,34.801,24.83169142
59.3,19.146,34.801,24.83447558
64.2,19.145,34.802,24.83571996
69.2,19.14,34.802,24.83722826
74.1,19.137,34.802,24.83822007
79.1,19.13,34.802,24.84023929
89.3,19.118,34.801,24.84300974
98.8,19.112,34.801,24.84497759
108.7,19.095,34.8,24.84900814
118.8,19.088,34.801,24.85202091
129.1,19.08,34.8,24.85376879
139.4,19.065,34.799,24.85730075
149.5,18.686,34.818,24.96830321
159.6,18.418,34.819,25.03666351
169.2,18.02,34.806,25.12568632
179.3,17.898,34.803,25.15374699
189.3,17.773,34.797,25.18009716
199.4,17.654,34.796,25.20868261
208.9,17.554,34.793,25.23098799
219.2,17.502,34.79,25.24166426
229.2,17.461,34.787,25.24965265
239,17.406,34.785,25.26174725
249.4,17.352,34.785,25.27513047
259.1,17.298,34.785,25.28845661
269.3,17.256,34.789,25.30197739
279.3,17.221,34.788,25.30996641
289.3,17.199,34.789,25.31637997
299.2,17.181,34.793,25.32413399
309.2,17.142,34.79,25.33151115
319,17.103,34.788,25.33963188
329.4,17.029,34.778,25.34990867
339.3,16.98,34.774,25.35881479
349.5,16.9,34.766,25.37194001
359.1,16.809,34.756,25.38602328
369,16.755,34.75,25.39445423
379.3,16.701,34.744,25.40287055
389.4,16.631,34.737,25.41420816
399.5,16.536,34.727,25.42899388
429.1,16.147,34.688,25.48966679
459.4,15.764,34.651,25.54907822
489.3,15.163,34.605,25.64808766
519.2,14.486,34.558,25.75901517
549.5,13.509,34.488,25.90912554
579.3,12.507,34.418,26.05461597
609.1,11.77,34.367,26.15574644
639.3,11.068,34.319,26.24736052
668.9,10.436,34.296,26.34124805
699.6,9.646,34.233,26.42579264
729.5,8.612,34.171,26.54206395
759.1,7.806,34.127,26.62806617
788.9,7.282,34.102,26.68307052
819,6.278,34.048,26.7745198
849.4,5.577,34.008,26.82972585
879.2,5.679,34.095,26.88668189
909,5.367,34.109,26.93517052
939.2,5.15,34.131,26.97804867
969.1,5.04,34.167,27.0194327
999.3,4.809,34.193,27.06622639
1099.3,4.152,34.251,27.18338474
1198.9,3.707,34.313,27.27819118
1299,3.371,34.366,27.35334423
1399,3.058,34.401,27.41069971
4.5,19.329,34.807,24.78954256
9.2,19.335,34.806,24.78745031
14,19.338,34.805,24.78613579
18.9,19.341,34.806,24.7863535
24.2,19.344,34.806,24.78582605
29.2,19.344,34.806,24.78605793
34.6,19.343,34.806,24.7865661
39.1,19.336,34.803,24.78628698
44.3,19.28,34.801,24.7994122
49.2,19.141,34.806,24.8391134
54.2,19,34.812,24.87992608
59.1,18.985,34.81,24.8824389
64.1,18.922,34.806,24.89562705
69.3,18.886,34.805,24.90423495
74.1,18.871,34.805,24.90825479
79.1,18.86,34.806,24.9120322
88.9,18.853,34.808,24.91577505
98.9,18.85,34.808,24.916984
109.3,18.833,34.809,24.92251968
119,18.807,34.809,24.92953193
128.8,18.775,34.81,24.93882155
139.1,18.778,34.81,24.93852464
149,18.77,34.81,24.94098744
158.6,18.766,34.81,24.94242651
169,18.755,34.81,24.94566707
179.4,18.747,34.81,24.94814964
189.3,18.73,34.81,24.952877
199.5,18.456,34.808,25.02050957
209.2,17.899,34.801,25.15322731
219.3,17.739,34.795,25.18809116
229.2,17.562,34.791,25.22835391
239.3,17.397,34.787,25.26545571
249.4,17.301,34.787,25.28888226
259.3,17.241,34.785,25.30208911
268.8,17.201,34.791,25.31661737
279.2,17.176,34.794,25.32529246
288.8,17.147,34.793,25.33181067
299.5,17.115,34.793,25.33984384
309.4,17.084,34.788,25.34375908
319.2,17.059,34.784,25.3470055
329.3,17.037,34.781,25.35031403
339.1,16.993,34.775,25.35650317
349,16.938,34.769,25.36527009
359,16.888,34.764,25.37360133
369.1,16.813,34.756,25.38547456
379.1,16.777,34.753,25.39199928
389.5,16.761,34.75,25.39384582
399.4,16.678,34.742,25.40747959
429.3,16.386,34.711,25.45251918
459.2,15.695,34.646,25.56070889
489.4,15.139,34.601,25.65026382
519.2,14.617,34.563,25.73492645
549.3,13.598,34.496,25.89717215
579.1,12.766,34.429,26.01267773
609.1,11.576,34.356,26.18313374
638.8,10.709,34.299,26.29541084
669.2,10.033,34.245,26.3701647
699.2,9.406,34.199,26.43832732
729.4,8.666,34.15,26.51729973
759.5,7.844,34.107,26.60685085
789.1,7.043,34.083,26.70094711
819.2,6.256,34.068,26.79312023
849.6,5.852,34.063,26.83998974
879.2,5.593,34.087,26.8906807
909.2,5.442,34.111,26.92794715
939.1,5.147,34.133,26.97997672
968.9,4.901,34.156,27.02633811
998.8,4.769,34.185,27.06428636
1099,4.113,34.26,27.19454535
1199.1,3.63,34.324,27.2944357
1299,3.218,34.372,27.3722948
1399.4,2.971,34.415,27.429638
4.3,18.62,34.837,24.99302253
8.9,18.621,34.837,24.99297345
14.5,18.622,34.837,24.99296849
19.1,18.623,34.837,24.99291954
24.2,18.625,34.837,24.99264105
29.2,18.625,34.837,24.99286148
34,18.627,34.837,24.99256991
39.2,18.627,34.837,24.99279927
44.4,18.629,34.837,24.99252549
49,18.63,34.837,24.99247691
54.2,18.632,34.837,24.99220327
59.4,18.632,34.838,24.99319782
64.1,18.633,34.837,24.9923889
69.1,18.633,34.837,24.99260979
74,18.634,34.837,24.99257475
78.8,18.635,34.837,24.99253535
88.7,18.637,34.837,24.99247
99.1,18.639,34.837,24.99242703
109,18.64,34.837,24.99261369
119.1,18.64,34.837,24.99306089
128.9,18.641,34.837,24.99324354
139.7,18.64,34.837,24.99397352
149.4,18.638,34.838,24.99567118
159.4,18.634,34.838,24.99711975
169.1,18.635,34.838,24.9972986
179,18.63,34.838,24.9989938
188.9,18.638,34.838,24.99742346
198.9,18.636,34.838,24.99836985
208.9,18.628,34.837,25.00005781
219.1,18.616,34.832,24.99969734
229,18.057,34.812,25.12372298
239,17.858,34.801,25.16450414
249.1,17.827,34.799,25.17096279
259,17.729,34.795,25.19217496
268.8,17.545,34.791,25.23408674
279,17.495,34.79,25.24579752
289.1,17.378,34.789,25.27357174
299.4,17.267,34.785,25.2974914
308.8,17.235,34.787,25.30704342
318.8,17.168,34.781,25.31880325
328.8,17.077,34.771,25.33314073
338.7,17.021,34.773,25.34833128
349.5,16.933,34.765,25.36339719
359.5,16.707,34.733,25.39225285
369.1,16.551,34.717,25.4166662
379.3,16.391,34.707,25.44640366
389.5,16.223,34.694,25.47542384
399,16.072,34.68,25.49950738
429.5,15.54,34.631,25.58274074
459.2,15.064,34.595,25.66100608
489.1,14.167,34.532,25.80537057
519.2,13.537,34.49,25.90407718
549.5,12.635,34.426,26.03515283
578.9,11.957,34.404,26.14873359
609.2,11.504,34.363,26.20182604
638.8,10.935,34.321,26.27264022
669,10.143,34.271,26.37187444
698.8,9.007,34.187,26.49264635
729.4,7.951,34.136,26.61359338
759.5,7.276,34.109,26.68899056
789.4,6.327,34.047,26.76710477
818.9,5.902,34.066,26.83586121
849.5,5.702,34.118,26.90176804
879.3,5.404,34.123,26.94160082
909.3,5.131,34.121,26.97198533
939.2,4.936,34.145,27.01339873
969,4.751,34.181,27.0628011
999.3,4.571,34.208,27.10413728
1099.4,3.986,34.279,27.22258449
1199.2,3.521,34.333,27.31207655
1299.4,3.199,34.376,27.37722985
1399.3,2.943,34.418,27.43451016
4.3,18.379,34.839,25.05495138
9.2,18.387,34.838,25.05240133
14.5,18.386,34.838,25.05288047
19.4,18.386,34.838,25.05309269
24.2,18.387,34.838,25.05305104
28.8,18.39,34.838,25.05250162
34,18.392,34.838,25.05222785
39.2,18.395,34.837,25.05093926
44.5,18.399,34.837,25.05017077
48.9,18.402,34.839,25.05114346
54,18.406,34.84,25.05113165
59.1,18.407,34.84,25.05110356
64.1,18.409,34.84,25.05082154
69,18.412,34.841,25.05105088
74.2,18.413,34.841,25.05102736
78.9,18.412,34.84,25.05071613
89,18.415,34.841,25.05117201
99.3,18.417,34.841,25.0511212
109.2,18.417,34.841,25.05155241
119.3,18.416,34.841,25.05224203
129.4,18.421,34.841,25.05143462
139.4,18.424,34.841,25.05112221
149.1,18.425,34.841,25.05129605
159,18.424,34.841,25.0519778
169,18.428,34.841,25.0514167
179.2,18.429,34.841,25.05161305
189.1,18.421,34.84,25.05327575
199.4,18.407,34.838,25.055685
209.3,18.265,34.824,25.08069432
219.2,17.816,34.798,25.17162777
228.8,17.547,34.789,25.23042838
238.8,17.462,34.785,25.24826929
249.1,17.323,34.784,25.28130116
258.8,17.26,34.786,25.29829799
269.2,17.221,34.796,25.31570029
279.3,17.219,34.8,25.31965173
289.3,17.202,34.803,25.32640841
299.2,17.136,34.797,25.33791129
309,17.103,34.796,25.34537447
318.8,17.02,34.785,25.35699314
329.4,16.971,34.776,25.36208569
339.6,16.897,34.768,25.37379406
349.4,16.853,34.761,25.37915289
359.4,16.74,34.748,25.39605613
369.5,16.657,34.74,25.4096881
379.2,16.509,34.724,25.43217597
389.3,16.382,34.71,25.45116327
399,16.264,34.695,25.46714341
429,15.638,34.639,25.56700599
459.4,14.824,34.579,25.70079691
488.9,14.279,34.54,25.78798732
519.4,13.547,34.492,25.90359319
549.4,12.396,34.41,26.06904131
579.3,11.762,34.386,26.17126523
609.3,10.86,34.334,26.29540928
638.8,10.326,34.282,26.34860755
668.9,9.494,34.238,26.45397189
699.2,8.461,34.142,26.54183056
729,7.817,34.12,26.62050471
759.4,7.084,34.1,26.7083366
789,6.356,34.064,26.77680614
819.4,5.919,34.06,26.82902649
849.2,5.823,34.097,26.87042866
879.4,5.41,34.109,26.92980742
909.4,5.069,34.122,26.97984599
939.3,4.862,34.167,27.03911955
969,4.775,34.197,27.07285907
999.3,4.58,34.212,27.1063432
1099,4.03,34.29,27.22688121
1199.2,3.525,34.32,27.30133041
1299.3,3.204,34.38,27.37996465
1399.3,2.93,34.414,27.43246043
4.4,18.326,34.822,25.0551596
9.4,18.328,34.821,25.05411152
14.3,18.328,34.822,25.05508814
19.3,18.33,34.821,25.05404021
24.4,18.328,34.822,25.05552368
29.4,18.332,34.822,25.05474317
34.4,18.33,34.822,25.05545703
39.4,18.33,34.822,25.05567282
44.1,18.331,34.823,25.0563921
49.2,18.332,34.823,25.05636331
54.2,18.332,34.824,25.05734467
59.2,18.333,34.824,25.05731168
64.3,18.334,34.824,25.05728308
69.5,18.334,34.826,25.05903866
74.3,18.335,34.827,25.05976263
79.4,18.336,34.826,25.05896882
89.5,18.337,34.827,25.05992223
99.3,18.339,34.827,25.05984855
